"Position","Name","Type","Signal","Label","AF0","AF1","AF2","AF3","AF4","AF5","AF6","AF7","AF8","AF9","AF10","AF11","AF12","AF13","AF14","AF15"
"1","VBAT","Power","","","","","","","","","","","","","","","","","",""
"2","PC13","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"3","PC14-OSC32_IN (PC14)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"4","PC15-OSC32_OUT (PC15)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"5","PH0-OSC_IN (PH0)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"6","PH1-OSC_OUT (PH1)","I/O","","","","","","","","","","","","","","","","","","EVENTOUT"
"7","NRST","Reset","","","","","","","","","","","","","","","","","",""
"8","PC0","I/O","","","","LPTIM1_IN1","","OCTOSPI1_IO7","I2C3_SCL","","","","LPUART1_RX","","","","SDMMC1_D5","SAI2_FS_A","LPTIM2_IN1","EVENTOUT"
"9","PC1","I/O","","","DEBUG_TRACED0","LPTIM1_OUT","","SPI2_MOSI","I2C3_SDA","","","","LPUART1_TX","","OCTOSPI1_IO4","","","SAI1_SD_A","","EVENTOUT"
"10","PC2","I/O","","","","LPTIM1_IN2","","","","SPI2_MISO","DFSDM1_CKOUT","","","","OCTOSPI1_IO5","","","","","EVENTOUT"
"11","PC3","I/O","","","","LPTIM1_ETR","LPTIM3_OUT","SAI1_D1","","SPI2_MOSI","","","","","OCTOSPI1_IO6","","","SAI1_SD_A","LPTIM2_ETR","EVENTOUT"
"12","VSSA/VREF-","Power","","","","","","","","","","","","","","","","","",""
"13","VDDA/VREF+","Power","","","","","","","","","","","","","","","","","",""
"14","PA0","I/O","","","","TIM2_CH1","TIM5_CH1","TIM8_ETR","","","","USART2_CTS/USART2_NSS","UART4_TX","","","","","SAI1_EXTCLK","TIM2_ETR","EVENTOUT"
"15","PA1","I/O","","","","TIM2_CH2","TIM5_CH2","","I2C1_SMBA","SPI1_SCK","","USART2_DE/USART2_RTS","UART4_RX","","OCTOSPI1_DQS","","","","TIM15_CH1N","EVENTOUT"
"16","PA2","I/O","","","","TIM2_CH3","TIM5_CH3","","","","","USART2_TX","LPUART1_TX","","OCTOSPI1_NCS","UCPD1_FRSTX1/UCPD1_FRSTX2","","SAI2_EXTCLK","TIM15_CH1","EVENTOUT"
"17","PA3","I/O","","","","TIM2_CH4","TIM5_CH4","SAI1_CK1","","","","USART2_RX","LPUART1_RX","","OCTOSPI1_CLK","","","SAI1_MCLK_A","TIM15_CH2","EVENTOUT"
"18","VSS","Power","","","","","","","","","","","","","","","","","",""
"19","VDD","Power","","","","","","","","","","","","","","","","","",""
"20","PA4","I/O","","","","","","OCTOSPI1_NCS","","SPI1_NSS","SPI3_NSS","USART2_CK","","","","","","SAI1_FS_B","LPTIM2_OUT","EVENTOUT"
"21","PA5","I/O","","","","TIM2_CH1","TIM2_ETR","TIM8_CH1N","","SPI1_SCK","","","","","","","","","LPTIM2_ETR","EVENTOUT"
"22","PA6","I/O","","","","","TIM3_CH1","","","SPI1_MISO","","USART3_CTS/USART3_NSS","LPUART1_CTS","","OCTOSPI1_IO3","","TIM1_BKIN","TIM8_BKIN","TIM16_CH1","EVENTOUT"
"23","PA7","I/O","","","","TIM1_CH1N","TIM3_CH2","TIM8_CH1N","I2C3_SCL","SPI1_MOSI","","","","","OCTOSPI1_IO2","","","","TIM17_CH1","EVENTOUT"
"24","PC4","I/O","","","","","","","","","","USART3_TX","","","OCTOSPI1_IO7","","","","","EVENTOUT"
"25","PC5","I/O","","","","","","SAI1_D3","","","","USART3_RX","","","","","","","","EVENTOUT"
"26","PB0","I/O","","","","TIM1_CH2N","TIM3_CH3","TIM8_CH2N","","SPI1_NSS","","USART3_CK","","","OCTOSPI1_IO1","","COMP1_OUT","SAI1_EXTCLK","","EVENTOUT"
